	z_coordinate_0	z_coordinate_1
717	-7.067042	-1.2439339
718	0.098424	1.6254555
719	-2.3984802	2.5309756
720	-3.937014	4.4280753
721	-3.8341382	-0.8066654
722	-1.4509741	1.85449
723	-0.28153914	1.7062356
724	1.2943918	5.400196
725	-0.48144186	0.3421209
726	-5.0646977	-0.7994623
727	-0.09019986	2.8921976
728	-5.4118295	0.27941746
729	2.055997	2.080739
730	-2.6277041	0.4887605
731	3.3105226	4.640506
732	-1.2647408	2.6573896
733	-0.24780667	1.6802416
734	-6.3521914	-1.9111226
735	3.57225	8.238699
736	-3.513679	-0.48148945
737	1.0876017	3.357004
738	-0.6594311	2.5166235
739	-1.0991703	1.3372763
740	-5.2020173	4.4302588
741	0.7791328	4.8030014
742	-8.106305	-1.1736543
743	-4.9078197	4.9392138
744	-0.7735742	0.8269031
